datetime,event_type,all_day
1819-09-23T21:46:19+00:00,Autumnal Equinox,True
1819-12-22T15:01:15+00:00,Winter Solstice,True
1820-03-20T16:22:55+00:00,Vernal Equinox,True
1820-06-21T13:41:41+00:00,Summer Solstice,True
1820-09-23T03:37:05+00:00,Autumnal Equinox,True
1820-12-21T20:47:30+00:00,Winter Solstice,True
1821-03-20T22:14:38+00:00,Vernal Equinox,True
1821-06-21T19:36:30+00:00,Summer Solstice,True
1821-09-23T09:27:24+00:00,Autumnal Equinox,True
1821-12-22T02:35:06+00:00,Winter Solstice,True
1822-03-21T04:08:31+00:00,Vernal Equinox,True
1822-06-22T01:18:07+00:00,Summer Solstice,True
1822-09-23T15:02:47+00:00,Autumnal Equinox,True
1822-12-22T08:17:26+00:00,Winter Solstice,True
1823-03-21T09:53:52+00:00,Vernal Equinox,True
1823-06-22T07:07:45+00:00,Summer Solstice,True
1823-09-23T20:55:29+00:00,Autumnal Equinox,True
1823-12-22T14:10:32+00:00,Winter Solstice,True
1824-03-20T15:37:58+00:00,Vernal Equinox,True
1824-06-21T12:57:47+00:00,Summer Solstice,True
1824-09-23T02:45:46+00:00,Autumnal Equinox,True
1824-12-21T19:58:34+00:00,Winter Solstice,True
1825-03-20T21:24:43+00:00,Vernal Equinox,True
1825-06-21T18:46:16+00:00,Summer Solstice,True
1825-09-23T08:30:46+00:00,Autumnal Equinox,True
1825-12-22T01:42:14+00:00,Winter Solstice,True
1826-03-21T03:15:26+00:00,Vernal Equinox,True
1826-06-22T00:41:05+00:00,Summer Solstice,True
1826-09-23T14:27:38+00:00,Autumnal Equinox,True
1826-12-22T07:38:47+00:00,Winter Solstice,True
1827-03-21T09:07:11+00:00,Vernal Equinox,True
1827-06-22T06:20:17+00:00,Summer Solstice,True
1827-09-23T20:12:56+00:00,Autumnal Equinox,True
1827-12-22T13:26:50+00:00,Winter Solstice,True
1828-03-20T14:52:25+00:00,Vernal Equinox,True
1828-06-21T12:06:59+00:00,Summer Solstice,True
1828-09-23T02:08:57+00:00,Autumnal Equinox,True
1828-12-21T19:17:46+00:00,Winter Solstice,True
1829-03-20T20:41:19+00:00,Vernal Equinox,True
1829-06-21T18:04:11+00:00,Summer Solstice,True
1829-09-23T08:04:04+00:00,Autumnal Equinox,True
1829-12-22T01:14:30+00:00,Winter Solstice,True
1830-03-21T02:36:00+00:00,Vernal Equinox,True
1830-06-21T23:47:29+00:00,Summer Solstice,True
1830-09-23T13:40:42+00:00,Autumnal Equinox,True
1830-12-22T07:04:12+00:00,Winter Solstice,True
1831-03-21T08:25:26+00:00,Vernal Equinox,True
1831-06-22T05:35:50+00:00,Summer Solstice,True
1831-09-23T19:34:08+00:00,Autumnal Equinox,True
1831-12-22T13:00:50+00:00,Winter Solstice,True
1832-03-20T14:15:45+00:00,Vernal Equinox,True
1832-06-21T11:26:09+00:00,Summer Solstice,True
1832-09-23T01:27:01+00:00,Autumnal Equinox,True
1832-12-21T18:50:57+00:00,Winter Solstice,True
1833-03-20T20:11:06+00:00,Vernal Equinox,True
1833-06-21T17:15:49+00:00,Summer Solstice,True
1833-09-23T07:11:30+00:00,Autumnal Equinox,True
1833-12-22T00:32:47+00:00,Winter Solstice,True
1834-03-21T02:03:29+00:00,Vernal Equinox,True
1834-06-21T23:10:51+00:00,Summer Solstice,True
1834-09-23T13:05:59+00:00,Autumnal Equinox,True
1834-12-22T06:29:15+00:00,Winter Solstice,True
1835-03-21T07:54:52+00:00,Vernal Equinox,True
1835-06-22T04:53:59+00:00,Summer Solstice,True
1835-09-23T18:48:21+00:00,Autumnal Equinox,True
1835-12-22T12:17:26+00:00,Winter Solstice,True
1836-03-20T13:38:10+00:00,Vernal Equinox,True
1836-06-21T10:40:19+00:00,Summer Solstice,True
1836-09-23T00:37:11+00:00,Autumnal Equinox,True
1836-12-21T18:01:36+00:00,Winter Solstice,True
1837-03-20T19:22:29+00:00,Vernal Equinox,True
1837-06-21T16:36:07+00:00,Summer Solstice,True
1837-09-23T06:30:31+00:00,Autumnal Equinox,True
1837-12-21T23:52:31+00:00,Winter Solstice,True
1838-03-21T01:16:09+00:00,Vernal Equinox,True
1838-06-21T22:17:50+00:00,Summer Solstice,True
1838-09-23T12:06:14+00:00,Autumnal Equinox,True
1838-12-22T05:32:32+00:00,Winter Solstice,True
1839-03-21T06:58:35+00:00,Vernal Equinox,True
1839-06-22T03:59:41+00:00,Summer Solstice,True
1839-09-23T17:58:19+00:00,Autumnal Equinox,True
1839-12-22T11:21:13+00:00,Winter Solstice,True
1840-03-20T12:39:51+00:00,Vernal Equinox,True
1840-06-21T09:46:55+00:00,Summer Solstice,True
1840-09-22T23:52:03+00:00,Autumnal Equinox,True
1840-12-21T17:11:46+00:00,Winter Solstice,True
1841-03-20T18:27:23+00:00,Vernal Equinox,True
1841-06-21T15:32:29+00:00,Summer Solstice,True
1841-09-23T05:32:55+00:00,Autumnal Equinox,True
1841-12-21T22:54:46+00:00,Winter Solstice,True
1842-03-21T00:12:12+00:00,Vernal Equinox,True
1842-06-21T21:21:08+00:00,Summer Solstice,True
1842-09-23T11:24:43+00:00,Autumnal Equinox,True
1842-12-22T04:54:39+00:00,Winter Solstice,True
1843-03-21T06:03:39+00:00,Vernal Equinox,True
1843-06-22T03:01:38+00:00,Summer Solstice,True
1843-09-23T17:08:25+00:00,Autumnal Equinox,True
1843-12-22T10:46:47+00:00,Winter Solstice,True
1844-03-20T11:52:58+00:00,Vernal Equinox,True
1844-06-21T08:45:09+00:00,Summer Solstice,True
1844-09-22T22:56:28+00:00,Autumnal Equinox,True
1844-12-21T16:30:11+00:00,Winter Solstice,True
1845-03-20T17:42:48+00:00,Vernal Equinox,True
1845-06-21T14:41:20+00:00,Summer Solstice,True
1845-09-23T04:52:52+00:00,Autumnal Equinox,True
1845-12-21T22:26:00+00:00,Winter Solstice,True
1846-03-20T23:44:46+00:00,Vernal Equinox,True
1846-06-21T20:29:51+00:00,Summer Solstice,True
1846-09-23T10:30:19+00:00,Autumnal Equinox,True
1846-12-22T04:11:23+00:00,Winter Solstice,True
1847-03-21T05:31:19+00:00,Vernal Equinox,True
1847-06-22T02:17:22+00:00,Summer Solstice,True
1847-09-23T16:21:33+00:00,Autumnal Equinox,True
1847-12-22T10:04:10+00:00,Winter Solstice,True
1848-03-20T11:17:02+00:00,Vernal Equinox,True
1848-06-21T08:13:24+00:00,Summer Solstice,True
1848-09-22T22:19:12+00:00,Autumnal Equinox,True
1848-12-21T15:59:01+00:00,Winter Solstice,True
1849-03-20T17:11:54+00:00,Vernal Equinox,True
1849-06-21T14:06:14+00:00,Summer Solstice,True
1849-09-23T04:02:46+00:00,Autumnal Equinox,True
1849-12-21T21:39:59+00:00,Winter Solstice,True
1850-03-20T23:01:09+00:00,Vernal Equinox,True
1850-06-21T19:58:00+00:00,Summer Solstice,True
1850-09-23T09:59:25+00:00,Autumnal Equinox,True
1850-12-22T03:36:43+00:00,Winter Solstice,True
1851-03-21T04:53:19+00:00,Vernal Equinox,True
1851-06-22T01:42:01+00:00,Summer Solstice,True
1851-09-23T15:49:45+00:00,Autumnal Equinox,True
1851-12-22T09:27:52+00:00,Winter Solstice,True
1852-03-20T10:40:26+00:00,Vernal Equinox,True
1852-06-21T07:27:36+00:00,Summer Solstice,True
1852-09-22T21:39:33+00:00,Autumnal Equinox,True
1852-12-21T15:11:44+00:00,Winter Solstice,True
1853-03-20T16:23:06+00:00,Vernal Equinox,True
1853-06-21T13:21:23+00:00,Summer Solstice,True
1853-09-23T03:35:25+00:00,Autumnal Equinox,True
1853-12-21T21:10:00+00:00,Winter Solstice,True
1854-03-20T22:19:01+00:00,Vernal Equinox,True
1854-06-21T19:06:27+00:00,Summer Solstice,True
1854-09-23T09:11:10+00:00,Autumnal Equinox,True
1854-12-22T02:57:29+00:00,Winter Solstice,True
1855-03-21T04:04:23+00:00,Vernal Equinox,True
1855-06-22T00:46:50+00:00,Summer Solstice,True
1855-09-23T14:57:33+00:00,Autumnal Equinox,True
1855-12-22T08:46:33+00:00,Winter Solstice,True
1856-03-20T09:48:17+00:00,Vernal Equinox,True
1856-06-21T06:34:58+00:00,Summer Solstice,True
1856-09-22T20:52:35+00:00,Autumnal Equinox,True
1856-12-21T14:37:47+00:00,Winter Solstice,True
1857-03-20T15:44:20+00:00,Vernal Equinox,True
1857-06-21T12:24:13+00:00,Summer Solstice,True
1857-09-23T02:31:41+00:00,Autumnal Equinox,True
1857-12-21T20:14:49+00:00,Winter Solstice,True
1858-03-20T21:30:59+00:00,Vernal Equinox,True
1858-06-21T18:11:41+00:00,Summer Solstice,True
1858-09-23T08:21:17+00:00,Autumnal Equinox,True
1858-12-22T02:09:04+00:00,Winter Solstice,True
1859-03-21T03:17:37+00:00,Vernal Equinox,True
1859-06-21T23:55:04+00:00,Summer Solstice,True
1859-09-23T14:07:02+00:00,Autumnal Equinox,True
1859-12-22T08:00:05+00:00,Winter Solstice,True
1860-03-20T09:03:46+00:00,Vernal Equinox,True
1860-06-21T05:41:14+00:00,Summer Solstice,True
1860-09-22T19:51:54+00:00,Autumnal Equinox,True
1860-12-21T13:40:28+00:00,Winter Solstice,True
1861-03-20T14:45:43+00:00,Vernal Equinox,True
1861-06-21T11:32:52+00:00,Summer Solstice,True
1861-09-23T01:46:00+00:00,Autumnal Equinox,True
1861-12-21T19:33:04+00:00,Winter Solstice,True
1862-03-20T20:41:52+00:00,Vernal Equinox,True
1862-06-21T17:18:42+00:00,Summer Solstice,True
1862-09-23T07:25:27+00:00,Autumnal Equinox,True
1862-12-22T01:17:55+00:00,Winter Solstice,True
1863-03-21T02:29:11+00:00,Vernal Equinox,True
1863-06-21T23:01:07+00:00,Summer Solstice,True
1863-09-23T13:15:34+00:00,Autumnal Equinox,True
1863-12-22T07:05:12+00:00,Winter Solstice,True
1864-03-20T08:09:15+00:00,Vernal Equinox,True
1864-06-21T04:51:04+00:00,Summer Solstice,True
1864-09-22T19:15:28+00:00,Autumnal Equinox,True
1864-12-21T13:02:44+00:00,Winter Solstice,True
1865-03-20T14:05:08+00:00,Vernal Equinox,True
1865-06-21T10:45:18+00:00,Summer Solstice,True
1865-09-23T00:58:42+00:00,Autumnal Equinox,True
1865-12-21T18:48:47+00:00,Winter Solstice,True
1866-03-20T19:53:52+00:00,Vernal Equinox,True
1866-06-21T16:33:12+00:00,Summer Solstice,True
1866-09-23T06:49:44+00:00,Autumnal Equinox,True
1866-12-22T00:48:36+00:00,Winter Solstice,True
1867-03-21T01:45:37+00:00,Vernal Equinox,True
1867-06-21T22:19:00+00:00,Summer Solstice,True
1867-09-23T12:41:51+00:00,Autumnal Equinox,True
1867-12-22T06:46:09+00:00,Winter Solstice,True
1868-03-20T07:42:54+00:00,Vernal Equinox,True
1868-06-21T04:09:07+00:00,Summer Solstice,True
1868-09-22T18:30:25+00:00,Autumnal Equinox,True
1868-12-21T12:27:11+00:00,Winter Solstice,True
1869-03-20T13:31:18+00:00,Vernal Equinox,True
1869-06-21T10:03:33+00:00,Summer Solstice,True
1869-09-23T00:27:09+00:00,Autumnal Equinox,True
1869-12-21T18:22:43+00:00,Winter Solstice,True
1870-03-20T19:31:12+00:00,Vernal Equinox,True
1870-06-21T15:55:27+00:00,Summer Solstice,True
1870-09-23T06:08:44+00:00,Autumnal Equinox,True
1870-12-22T00:12:20+00:00,Winter Solstice,True
1871-03-21T01:18:56+00:00,Vernal Equinox,True
1871-06-21T21:41:01+00:00,Summer Solstice,True
1871-09-23T11:55:19+00:00,Autumnal Equinox,True
1871-12-22T05:58:19+00:00,Winter Solstice,True
1872-03-20T06:56:32+00:00,Vernal Equinox,True
1872-06-21T03:31:04+00:00,Summer Solstice,True
1872-09-22T17:52:39+00:00,Autumnal Equinox,True
1872-12-21T11:52:41+00:00,Winter Solstice,True
1873-03-20T12:51:35+00:00,Vernal Equinox,True
1873-06-21T09:24:13+00:00,Summer Solstice,True
1873-09-22T23:34:19+00:00,Autumnal Equinox,True
1873-12-21T17:31:45+00:00,Winter Solstice,True
1874-03-20T18:37:08+00:00,Vernal Equinox,True
1874-06-21T15:06:21+00:00,Summer Solstice,True
1874-09-23T05:22:04+00:00,Autumnal Equinox,True
1874-12-21T23:21:17+00:00,Winter Solstice,True
1875-03-21T00:20:25+00:00,Vernal Equinox,True
1875-06-21T20:46:09+00:00,Summer Solstice,True
1875-09-23T11:14:10+00:00,Autumnal Equinox,True
1875-12-22T05:15:03+00:00,Winter Solstice,True
1876-03-20T06:09:07+00:00,Vernal Equinox,True
1876-06-21T02:31:23+00:00,Summer Solstice,True
1876-09-22T16:57:53+00:00,Autumnal Equinox,True
1876-12-21T10:53:32+00:00,Winter Solstice,True
1877-03-20T11:47:04+00:00,Vernal Equinox,True
1877-06-21T08:17:09+00:00,Summer Solstice,True
1877-09-22T22:47:20+00:00,Autumnal Equinox,True
1877-12-21T16:49:29+00:00,Winter Solstice,True
1878-03-20T17:41:48+00:00,Vernal Equinox,True
1878-06-21T14:02:55+00:00,Summer Solstice,True
1878-09-23T04:25:44+00:00,Autumnal Equinox,True
1878-12-21T22:40:27+00:00,Winter Solstice,True
1879-03-20T23:31:06+00:00,Vernal Equinox,True
1879-06-21T19:43:33+00:00,Summer Solstice,True
1879-09-23T10:08:29+00:00,Autumnal Equinox,True
1879-12-22T04:23:38+00:00,Winter Solstice,True
1880-03-20T05:12:46+00:00,Vernal Equinox,True
1880-06-21T01:30:53+00:00,Summer Solstice,True
1880-09-22T16:05:55+00:00,Autumnal Equinox,True
1880-12-21T10:17:28+00:00,Winter Solstice,True
1881-03-20T11:13:03+00:00,Vernal Equinox,True
1881-06-21T07:27:21+00:00,Summer Solstice,True
1881-09-22T21:49:19+00:00,Autumnal Equinox,True
1881-12-21T15:59:43+00:00,Winter Solstice,True
1882-03-20T17:03:48+00:00,Vernal Equinox,True
1882-06-21T13:15:50+00:00,Summer Solstice,True
1882-09-23T03:36:54+00:00,Autumnal Equinox,True
1882-12-21T21:52:49+00:00,Winter Solstice,True
1883-03-20T22:48:58+00:00,Vernal Equinox,True
1883-06-21T19:02:40+00:00,Summer Solstice,True
1883-09-23T09:31:29+00:00,Autumnal Equinox,True
1883-12-22T03:51:16+00:00,Winter Solstice,True
1884-03-20T04:43:43+00:00,Vernal Equinox,True
1884-06-21T00:58:16+00:00,Summer Solstice,True
1884-09-22T15:20:27+00:00,Autumnal Equinox,True
1884-12-21T09:32:45+00:00,Winter Solstice,True
1885-03-20T10:28:49+00:00,Vernal Equinox,True
1885-06-21T06:50:04+00:00,Summer Solstice,True
1885-09-22T21:15:22+00:00,Autumnal Equinox,True
1885-12-21T15:26:42+00:00,Winter Solstice,True
1886-03-20T16:25:35+00:00,Vernal Equinox,True
1886-06-21T12:40:25+00:00,Summer Solstice,True
1886-09-23T03:03:44+00:00,Autumnal Equinox,True
1886-12-21T21:19:06+00:00,Winter Solstice,True
1887-03-20T22:17:41+00:00,Vernal Equinox,True
1887-06-21T18:26:34+00:00,Summer Solstice,True
1887-09-23T08:53:29+00:00,Autumnal Equinox,True
1887-12-22T03:04:06+00:00,Winter Solstice,True
1888-03-20T03:55:10+00:00,Vernal Equinox,True
1888-06-21T00:13:37+00:00,Summer Solstice,True
1888-09-22T14:52:59+00:00,Autumnal Equinox,True
1888-12-21T09:02:26+00:00,Winter Solstice,True
1889-03-20T09:50:04+00:00,Vernal Equinox,True
1889-06-21T06:09:13+00:00,Summer Solstice,True
1889-09-22T20:37:24+00:00,Autumnal Equinox,True
1889-12-21T14:51:08+00:00,Winter Solstice,True
1890-03-20T15:40:15+00:00,Vernal Equinox,True
1890-06-21T11:53:08+00:00,Summer Solstice,True
1890-09-23T02:21:48+00:00,Autumnal Equinox,True
1890-12-21T20:44:10+00:00,Winter Solstice,True
1891-03-20T21:24:06+00:00,Vernal Equinox,True
1891-06-21T17:31:49+00:00,Summer Solstice,True
1891-09-23T08:13:03+00:00,Autumnal Equinox,True
1891-12-22T02:39:46+00:00,Winter Solstice,True
1892-03-20T03:21:14+00:00,Vernal Equinox,True
1892-06-20T23:22:43+00:00,Summer Solstice,True
1892-09-22T13:58:49+00:00,Autumnal Equinox,True
1892-12-21T08:18:33+00:00,Winter Solstice,True
1893-03-20T09:07:39+00:00,Vernal Equinox,True
1893-06-21T05:09:16+00:00,Summer Solstice,True
1893-09-22T19:45:30+00:00,Autumnal Equinox,True
1893-12-21T14:06:37+00:00,Winter Solstice,True
1894-03-20T14:58:33+00:00,Vernal Equinox,True
1894-06-21T10:56:04+00:00,Summer Solstice,True
1894-09-23T01:26:44+00:00,Autumnal Equinox,True
1894-12-21T19:57:29+00:00,Winter Solstice,True
1895-03-20T20:48:28+00:00,Vernal Equinox,True
1895-06-21T16:43:19+00:00,Summer Solstice,True
1895-09-23T07:09:42+00:00,Autumnal Equinox,True
1895-12-22T01:37:55+00:00,Winter Solstice,True
1896-03-20T02:22:37+00:00,Vernal Equinox,True
1896-06-20T22:27:27+00:00,Summer Solstice,True
1896-09-22T13:02:46+00:00,Autumnal Equinox,True
1896-12-21T07:28:36+00:00,Winter Solstice,True
1897-03-20T08:15:24+00:00,Vernal Equinox,True
1897-06-21T04:22:36+00:00,Summer Solstice,True
1897-09-22T18:48:12+00:00,Autumnal Equinox,True
1897-12-21T13:12:01+00:00,Winter Solstice,True
1898-03-20T14:05:44+00:00,Vernal Equinox,True
1898-06-21T10:06:22+00:00,Summer Solstice,True
1898-09-23T00:33:49+00:00,Autumnal Equinox,True
1898-12-21T18:58:24+00:00,Winter Solstice,True
1899-03-20T19:44:58+00:00,Vernal Equinox,True
1899-06-21T15:44:50+00:00,Summer Solstice,True
1899-09-23T06:29:21+00:00,Autumnal Equinox,True
1899-12-22T00:55:26+00:00,Winter Solstice,True
1900-03-21T01:38:15+00:00,Vernal Equinox,True
1900-06-21T21:39:02+00:00,Summer Solstice,True
1900-09-23T12:19:26+00:00,Autumnal Equinox,True
1900-12-22T06:40:49+00:00,Winter Solstice,True
1901-03-21T07:22:50+00:00,Vernal Equinox,True
1901-06-22T03:27:04+00:00,Summer Solstice,True
1901-09-23T18:08:13+00:00,Autumnal Equinox,True
1901-12-22T12:35:53+00:00,Winter Solstice,True
1902-03-21T13:15:50+00:00,Vernal Equinox,True
1902-06-22T09:14:25+00:00,Summer Solstice,True
1902-09-23T23:54:38+00:00,Autumnal Equinox,True
1902-12-22T18:34:49+00:00,Winter Solstice,True
1903-03-21T19:14:05+00:00,Vernal Equinox,True
1903-06-22T15:04:15+00:00,Summer Solstice,True
1903-09-24T05:43:00+00:00,Autumnal Equinox,True
1903-12-23T00:19:45+00:00,Winter Solstice,True
1904-03-21T00:57:53+00:00,Vernal Equinox,True
1904-06-21T20:50:41+00:00,Summer Solstice,True
1904-09-23T11:39:33+00:00,Autumnal Equinox,True
1904-12-22T06:13:17+00:00,Winter Solstice,True
1905-03-21T06:56:52+00:00,Vernal Equinox,True
1905-06-22T02:50:43+00:00,Summer Solstice,True
1905-09-23T17:29:19+00:00,Autumnal Equinox,True
1905-12-22T12:03:04+00:00,Winter Solstice,True
1906-03-21T12:52:10+00:00,Vernal Equinox,True
1906-06-22T08:41:10+00:00,Summer Solstice,True
1906-09-23T23:14:22+00:00,Autumnal Equinox,True
1906-12-22T17:52:40+00:00,Winter Solstice,True
1907-03-21T18:32:23+00:00,Vernal Equinox,True
1907-06-22T14:22:23+00:00,Summer Solstice,True
1907-09-24T05:08:18+00:00,Autumnal Equinox,True
1907-12-22T23:50:57+00:00,Winter Solstice,True
1908-03-21T00:26:38+00:00,Vernal Equinox,True
1908-06-21T20:18:28+00:00,Summer Solstice,True
1908-09-23T10:57:41+00:00,Autumnal Equinox,True
1908-12-22T05:32:51+00:00,Winter Solstice,True
1909-03-21T06:12:23+00:00,Vernal Equinox,True
1909-06-22T02:04:59+00:00,Summer Solstice,True
1909-09-23T16:43:57+00:00,Autumnal Equinox,True
1909-12-22T11:19:15+00:00,Winter Solstice,True
1910-03-21T12:02:20+00:00,Vernal Equinox,True
1910-06-22T07:48:09+00:00,Summer Solstice,True
1910-09-23T22:30:11+00:00,Autumnal Equinox,True
1910-12-22T17:11:12+00:00,Winter Solstice,True
1911-03-21T17:53:50+00:00,Vernal Equinox,True
1911-06-22T13:35:00+00:00,Summer Solstice,True
1911-09-24T04:17:00+00:00,Autumnal Equinox,True
1911-12-22T22:52:40+00:00,Winter Solstice,True
1912-03-20T23:28:50+00:00,Vernal Equinox,True
1912-06-21T19:16:22+00:00,Summer Solstice,True
1912-09-23T10:07:30+00:00,Autumnal Equinox,True
1912-12-22T04:44:11+00:00,Winter Solstice,True
1913-03-21T05:17:27+00:00,Vernal Equinox,True
1913-06-22T01:08:59+00:00,Summer Solstice,True
1913-09-23T15:52:15+00:00,Autumnal Equinox,True
1913-12-22T10:34:24+00:00,Winter Solstice,True
1914-03-21T11:10:14+00:00,Vernal Equinox,True
1914-06-22T06:54:33+00:00,Summer Solstice,True
1914-09-23T21:33:19+00:00,Autumnal Equinox,True
1914-12-22T16:21:56+00:00,Winter Solstice,True
1915-03-21T16:50:48+00:00,Vernal Equinox,True
1915-06-22T12:28:54+00:00,Summer Solstice,True
1915-09-24T03:23:20+00:00,Autumnal Equinox,True
1915-12-22T22:15:19+00:00,Winter Solstice,True
1916-03-20T22:46:25+00:00,Vernal Equinox,True
1916-06-21T18:23:58+00:00,Summer Solstice,True
1916-09-23T09:14:19+00:00,Autumnal Equinox,True
1916-12-22T03:58:07+00:00,Winter Solstice,True
1917-03-21T04:36:48+00:00,Vernal Equinox,True
1917-06-22T00:13:53+00:00,Summer Solstice,True
1917-09-23T14:59:44+00:00,Autumnal Equinox,True
1917-12-22T09:45:16+00:00,Winter Solstice,True
1918-03-21T10:25:12+00:00,Vernal Equinox,True
1918-06-22T05:59:12+00:00,Summer Solstice,True
1918-09-23T20:45:14+00:00,Autumnal Equinox,True
1918-12-22T15:41:05+00:00,Winter Solstice,True
1919-03-21T16:18:43+00:00,Vernal Equinox,True
1919-06-22T11:53:10+00:00,Summer Solstice,True
1919-09-24T02:34:57+00:00,Autumnal Equinox,True
1919-12-22T21:26:41+00:00,Winter Solstice,True
1920-03-20T21:58:53+00:00,Vernal Equinox,True
1920-06-21T17:39:25+00:00,Summer Solstice,True
1920-09-23T08:27:43+00:00,Autumnal Equinox,True
1920-12-22T03:16:35+00:00,Winter Solstice,True
1921-03-21T03:50:38+00:00,Vernal Equinox,True
1921-06-21T23:35:16+00:00,Summer Solstice,True
1921-09-23T14:19:22+00:00,Autumnal Equinox,True
1921-12-22T09:07:03+00:00,Winter Solstice,True
1922-03-21T09:48:12+00:00,Vernal Equinox,True
1922-06-22T05:26:19+00:00,Summer Solstice,True
1922-09-23T20:09:11+00:00,Autumnal Equinox,True
1922-12-22T14:56:33+00:00,Winter Solstice,True
1923-03-21T15:28:22+00:00,Vernal Equinox,True
1923-06-22T11:02:22+00:00,Summer Solstice,True
1923-09-24T02:03:11+00:00,Autumnal Equinox,True
1923-12-22T20:52:54+00:00,Winter Solstice,True
1924-03-20T21:19:45+00:00,Vernal Equinox,True
1924-06-21T16:59:00+00:00,Summer Solstice,True
1924-09-23T07:57:54+00:00,Autumnal Equinox,True
1924-12-22T02:45:06+00:00,Winter Solstice,True
1925-03-21T03:11:48+00:00,Vernal Equinox,True
1925-06-21T22:49:36+00:00,Summer Solstice,True
1925-09-23T13:43:01+00:00,Autumnal Equinox,True
1925-12-22T08:36:16+00:00,Winter Solstice,True
1926-03-21T09:00:48+00:00,Vernal Equinox,True
1926-06-22T04:29:39+00:00,Summer Solstice,True
1926-09-23T19:26:14+00:00,Autumnal Equinox,True
1926-12-22T14:32:59+00:00,Winter Solstice,True
1927-03-21T14:58:43+00:00,Vernal Equinox,True
1927-06-22T10:21:49+00:00,Summer Solstice,True
1927-09-24T01:16:34+00:00,Autumnal Equinox,True
1927-12-22T20:18:07+00:00,Winter Solstice,True
1928-03-20T20:43:53+00:00,Vernal Equinox,True
1928-06-21T16:06:04+00:00,Summer Solstice,True
1928-09-23T07:05:08+00:00,Autumnal Equinox,True
1928-12-22T02:03:18+00:00,Winter Solstice,True
1929-03-21T02:34:28+00:00,Vernal Equinox,True
1929-06-21T22:00:14+00:00,Summer Solstice,True
1929-09-23T12:51:56+00:00,Autumnal Equinox,True
1929-12-22T07:52:23+00:00,Winter Solstice,True
1930-03-21T08:29:23+00:00,Vernal Equinox,True
1930-06-22T03:52:28+00:00,Summer Solstice,True
1930-09-23T18:35:34+00:00,Autumnal Equinox,True
1930-12-22T13:39:11+00:00,Winter Solstice,True
1931-03-21T14:05:55+00:00,Vernal Equinox,True
1931-06-22T09:27:42+00:00,Summer Solstice,True
1931-09-24T00:22:56+00:00,Autumnal Equinox,True
1931-12-22T19:29:12+00:00,Winter Solstice,True
1932-03-20T19:53:13+00:00,Vernal Equinox,True
1932-06-21T15:22:15+00:00,Summer Solstice,True
1932-09-23T06:15:31+00:00,Autumnal Equinox,True
1932-12-22T01:13:53+00:00,Winter Solstice,True
1933-03-21T01:42:44+00:00,Vernal Equinox,True
1933-06-21T21:11:27+00:00,Summer Solstice,True
1933-09-23T12:00:46+00:00,Autumnal Equinox,True
1933-12-22T06:57:08+00:00,Winter Solstice,True
1934-03-21T07:27:32+00:00,Vernal Equinox,True
1934-06-22T02:47:33+00:00,Summer Solstice,True
1934-09-23T17:44:49+00:00,Autumnal Equinox,True
1934-12-22T12:49:03+00:00,Winter Solstice,True
1935-03-21T13:17:23+00:00,Vernal Equinox,True
1935-06-22T08:37:32+00:00,Summer Solstice,True
1935-09-23T23:37:47+00:00,Autumnal Equinox,True
1935-12-22T18:36:45+00:00,Winter Solstice,True
1936-03-20T18:57:28+00:00,Vernal Equinox,True
1936-06-21T14:21:15+00:00,Summer Solstice,True
1936-09-23T05:25:36+00:00,Autumnal Equinox,True
1936-12-22T00:26:19+00:00,Winter Solstice,True
1937-03-21T00:44:42+00:00,Vernal Equinox,True
1937-06-21T20:11:37+00:00,Summer Solstice,True
1937-09-23T11:12:34+00:00,Autumnal Equinox,True
1937-12-22T06:21:18+00:00,Winter Solstice,True
1938-03-21T06:42:43+00:00,Vernal Equinox,True
1938-06-22T02:03:13+00:00,Summer Solstice,True
1938-09-23T16:59:09+00:00,Autumnal Equinox,True
1938-12-22T12:13:02+00:00,Winter Solstice,True
1939-03-21T12:28:06+00:00,Vernal Equinox,True
1939-06-22T07:39:04+00:00,Summer Solstice,True
1939-09-23T22:49:05+00:00,Autumnal Equinox,True
1939-12-22T18:05:37+00:00,Winter Solstice,True
1940-03-20T18:23:23+00:00,Vernal Equinox,True
1940-06-21T13:36:04+00:00,Summer Solstice,True
1940-09-23T04:45:13+00:00,Autumnal Equinox,True
1940-12-21T23:54:23+00:00,Winter Solstice,True
1941-03-21T00:20:02+00:00,Vernal Equinox,True
1941-06-21T19:32:57+00:00,Summer Solstice,True
1941-09-23T10:32:25+00:00,Autumnal Equinox,True
1941-12-22T05:43:49+00:00,Winter Solstice,True
1942-03-21T06:10:18+00:00,Vernal Equinox,True
1942-06-22T01:15:55+00:00,Summer Solstice,True
1942-09-23T16:16:08+00:00,Autumnal Equinox,True
1942-12-22T11:39:14+00:00,Winter Solstice,True
1943-03-21T12:02:17+00:00,Vernal Equinox,True
1943-06-22T07:12:00+00:00,Summer Solstice,True
1943-09-23T22:11:24+00:00,Autumnal Equinox,True
1943-12-22T17:28:47+00:00,Winter Solstice,True
1944-03-20T17:48:17+00:00,Vernal Equinox,True
1944-06-21T13:01:58+00:00,Summer Solstice,True
1944-09-23T04:01:19+00:00,Autumnal Equinox,True
1944-12-21T23:14:30+00:00,Winter Solstice,True
1945-03-20T23:36:54+00:00,Vernal Equinox,True
1945-06-21T18:51:45+00:00,Summer Solstice,True
